ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon
Peñ048,Peñaranda,Banlik,Tag-araw,2023,2023-01-06,2023-04-28,NSIC Rc438,0.74,99.0,77.0,60,4601.94,19.65,90428.15,112,89.38,32.5,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ049,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-17,2023-05-13,NSIC Rc160,4.91,76.0,74.0,60,4444.11,19.65,87326.78,116,134.01,29.7,8.7,Wala,Wala
Peñ050,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-24,2023-05-07,NSIC Rc354,4.59,86.0,70.0,60,4170.62,19.65,81952.65,103,96.78,25.3,6.8,Wala,Wala
Peñ051,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-10,2023-05-04,NSIC Rc438,1.36,88.0,69.0,60,4128.83,19.65,81131.56,114,112.37,31.4,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ052,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-05,2023-04-23,NSIC Rc354,4.04,73.0,61.0,60,3647.91,19.65,71681.52,108,50.83,32.6,6.9,Wala,Wala
Peñ053,Peñaranda,Banlik,Tag-araw,2023,2022-12-01,2023-03-11,NSIC Rc354,1.33,88.0,74.0,60,4435.13,19.65,87150.27,100,158.63,31.0,7.0,Wala,Wala
Peñ054,Peñaranda,Burak,Tag-araw,2023,2023-01-05,2023-04-21,NSIC Rc354,3.89,90.0,79.0,60,4744.44,19.65,93228.3,106,52.76,32.3,7.1,Wala,Wala
Peñ055,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-10,2023-05-03,NSIC Rc160,3.66,67.0,57.0,60,3419.19,19.65,67187.12,113,33.22,30.7,7.6,Wala,Wala
Peñ056,Peñaranda,Mabuhanging Burak,Tag-araw,2023,2022-12-22,2023-04-19,NSIC Rc354,0.6,76.0,73.0,60,4404.6,19.65,86550.33,118,161.12,32.1,8.1,Wala,Wala
Peñ057,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2022-12-17,2023-04-11,NSIC Rc238,2.56,90.0,78.0,60,4682.28,19.65,92006.87,115,6.03,28.4,8.3,Wala,Wala
Peñ058,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-06,2023-04-21,NSIC Rc238,4.08,75.0,72.0,60,4339.7,19.65,85275.05,105,108.1,33.7,8.0,Wala,Wala
Peñ059,Peñaranda,Burak,Tag-araw,2023,2023-01-10,2023-05-05,NSIC Rc160,2.47,83.0,79.0,60,4747.71,19.65,93292.42,115,19.12,32.9,8.0,Wala,Wala
Peñ060,Peñaranda,Burak,Tag-araw,2023,2022-12-28,2023-04-07,NSIC Rc354,0.93,95.0,71.0,60,4242.76,19.65,83370.32,100,166.52,35.8,6.0,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ061,Peñaranda,Banlik,Tag-araw,2023,2023-01-16,2023-05-14,NSIC Rc238,0.63,82.0,59.0,60,3566.44,19.65,70080.49,118,116.56,33.0,7.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ062,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-11,2023-04-26,NSIC Rc160,0.55,86.0,64.0,60,3851.12,19.65,75674.6,105,-6.66,36.2,6.0,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ063,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-06,2023-04-16,NSIC Rc438,0.7,89.0,71.0,60,4237.83,19.65,83273.32,100,71.23,30.1,6.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ064,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-09,2023-04-29,NSIC Rc438,2.68,74.0,50.0,60,2979.25,19.65,58542.25,110,87.24,35.0,6.3,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ065,Peñaranda,Banlik,Tag-araw,2023,2023-01-14,2023-05-13,NSIC Rc160,3.58,68.0,63.0,60,3757.23,19.65,73829.65,119,210.4,32.3,8.5,Wala,Wala
Peñ066,Peñaranda,Mabuhanging Burak,Tag-araw,2023,2023-01-01,2023-04-14,NSIC Rc238,3.16,80.0,67.0,60,4000.68,19.65,78613.41,103,149.9,32.1,6.9,Wala,Wala
Peñ067,Peñaranda,Burak,Tag-araw,2023,2022-12-25,2023-04-09,NSIC Rc438,4.32,80.0,69.0,60,4161.61,19.65,81775.57,105,48.11,35.0,7.1,Wala,Wala
Peñ068,Peñaranda,Banlik,Tag-araw,2023,2022-12-20,2023-04-17,NSIC Rc354,1.85,97.0,72.0,60,4293.42,19.65,84365.77,118,68.89,35.1,6.0,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ069,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2022-12-07,2023-04-01,NSIC Rc438,3.19,95.0,94.0,60,5626.41,19.65,110558.89,115,164.93,33.2,8.7,Wala,Wala
Peñ070,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-02,2023-04-12,NSIC Rc238,2.3,89.0,65.0,60,3905.25,19.65,76738.2,100,191.45,36.5,5.9,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ071,Peñaranda,Burak,Tag-araw,2023,2023-01-22,2023-05-16,NSIC Rc354,1.38,81.0,71.0,60,4264.53,19.65,83798.05,114,91.24,30.4,7.7,Wala,Wala
Peñ072,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-20,2023-05-19,NSIC Rc238,2.03,96.0,69.0,60,4153.31,19.65,81612.5,119,6.79,36.5,5.9,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ073,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-14,2023-04-25,NSIC Rc160,4.2,92.0,74.0,60,4431.69,19.65,87082.8,101,78.02,34.3,6.2,Wala,Wala
Peñ074,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-25,2023-05-20,NSIC Rc354,4.32,74.0,56.0,60,3388.02,19.65,66574.59,115,62.94,35.1,6.6,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ075,Peñaranda,Buhanging Lupa,Tag-araw,2023,2023-01-21,2023-05-08,NSIC Rc238,1.92,92.0,84.0,60,5042.74,19.65,99089.75,107,64.99,29.6,7.9,Wala,Wala
Peñ076,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2022-12-19,2023-04-10,NSIC Rc438,2.55,68.0,57.0,60,3394.91,19.65,66710.02,112,89.57,30.9,7.5,Wala,Wala
Peñ077,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-28,2023-05-20,NSIC Rc238,2.03,91.0,73.0,60,4355.04,19.65,85576.47,112,129.81,31.9,8.0,Wala,Wala
Peñ078,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2022-12-11,2023-04-03,NSIC Rc238,0.59,81.0,65.0,60,3881.08,19.65,76263.14,113,131.39,31.4,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ079,Peñaranda,Banlik,Tag-araw,2023,2023-01-08,2023-05-04,NSIC Rc160,2.19,76.0,64.0,60,3858.2,19.65,75813.6,116,66.74,30.8,7.0,Wala,Wala
Peñ080,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-25,2023-05-16,NSIC Rc160,3.69,98.0,93.0,60,5604.65,19.65,110131.28,111,202.25,32.5,9.2,Wala,Wala
Peñ081,Peñaranda,Mabuhanging Burak,Tag-araw,2023,2023-01-23,2023-05-07,NSIC Rc160,3.8,76.0,65.0,60,3870.55,19.65,76056.26,104,0.81,31.0,6.4,Wala,Wala
Peñ082,Peñaranda,Burak,Tag-araw,2023,2023-01-12,2023-05-10,NSIC Rc238,1.67,79.0,58.0,60,3496.81,19.65,68712.31,118,104.84,35.7,6.5,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Peñ083,Peñaranda,Banlik,Tag-araw,2023,2023-01-09,2023-04-20,NSIC Rc438,4.0,79.0,70.0,60,4201.91,19.65,82567.62,101,151.43,30.2,7.2,Wala,Wala
Peñ084,Peñaranda,Malagkit na Lupa,Tag-araw,2023,2023-01-09,2023-05-05,NSIC Rc354,2.8,97.0,82.0,60,4930.69,19.65,96888.09,116,220.92,31.9,8.2,Wala,Wala
Tal000,Talavera,Banlik,Tag-araw,2023,2022-12-28,2023-04-23,NSIC Rc438,3.2,96.0,77.0,60,4605.01,19.65,90488.37,116,162.32,29.7,8.0,Wala,Wala
Tal001,Talavera,Burak,Tag-araw,2023,2022-12-04,2023-03-27,NSIC Rc438,1.98,87.0,74.0,60,4459.65,19.65,87632.18,113,-19.91,29.2,8.2,Wala,Wala
Tal002,Talavera,Burak,Tag-araw,2023,2023-01-11,2023-04-30,NSIC Rc354,1.53,83.0,57.0,60,3426.43,19.65,67329.42,109,-62.52,36.2,5.7,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal003,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-06,2023-04-05,NSIC Rc354,1.87,70.0,64.0,60,3826.15,19.65,75183.85,120,110.73,30.2,7.8,Wala,Wala
Tal004,Talavera,Malagkit na Lupa,Tag-araw,2023,2023-01-03,2023-04-26,NSIC Rc238,1.88,72.0,63.0,60,3785.45,19.65,74384.15,113,122.63,32.4,8.3,Wala,Wala
Tal005,Talavera,Mabuhanging Burak,Tag-araw,2023,2023-01-27,2023-05-23,NSIC Rc160,0.99,83.0,81.0,60,4876.49,19.65,95823.12,116,131.05,34.4,8.1,Wala,Wala
Tal006,Talavera,Burak,Tag-araw,2023,2022-12-12,2023-03-24,NSIC Rc238,3.23,91.0,70.0,60,4208.58,19.65,82698.62,102,85.5,30.2,6.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal007,Talavera,Mabuhanging Burak,Tag-araw,2023,2023-01-19,2023-05-03,NSIC Rc438,3.1,82.0,62.0,60,3696.22,19.65,72630.79,104,141.39,33.6,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal008,Talavera,Buhanging Lupa,Tag-araw,2023,2023-01-24,2023-05-05,NSIC Rc354,3.07,90.0,72.0,60,4298.66,19.65,84468.73,101,105.04,36.4,6.2,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal009,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-21,2023-04-18,NSIC Rc438,2.31,99.0,75.0,60,4484.18,19.65,88114.06,118,78.11,30.2,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal010,Talavera,Mabuhanging Burak,Tag-araw,2023,2023-01-14,2023-05-02,NSIC Rc160,4.1,90.0,72.0,60,4293.97,19.65,84376.52,108,120.9,30.7,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal011,Talavera,Burak,Tag-araw,2023,2023-01-05,2023-05-05,NSIC Rc354,1.38,89.0,66.0,60,3988.15,19.65,78367.15,120,124.78,30.3,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal012,Talavera,Burak,Tag-araw,2023,2022-12-12,2023-03-30,NSIC Rc438,1.43,97.0,70.0,60,4179.9,19.65,82134.99,108,79.99,35.8,5.9,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal013,Talavera,Banlik,Tag-araw,2023,2023-01-26,2023-05-06,NSIC Rc354,0.91,67.0,55.0,60,3303.95,19.65,64922.67,100,79.72,30.4,6.3,Wala,Wala
Tal014,Talavera,Burak,Tag-araw,2023,2023-01-17,2023-04-29,NSIC Rc238,2.8,79.0,59.0,60,3517.15,19.65,69111.91,102,158.53,29.9,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal015,Talavera,Malagkit na Lupa,Tag-araw,2023,2022-12-23,2023-04-12,NSIC Rc438,1.49,70.0,61.0,60,3634.51,19.65,71418.04,110,65.35,33.2,7.7,Wala,Wala
Tal016,Talavera,Banlik,Tag-araw,2023,2022-12-15,2023-04-12,NSIC Rc354,4.38,69.0,59.0,60,3514.33,19.65,69056.57,118,146.92,34.4,7.6,Wala,Wala
Tal017,Talavera,Banlik,Tag-araw,2023,2023-01-23,2023-05-10,NSIC Rc160,3.23,78.0,65.0,60,3907.26,19.65,76777.62,107,62.64,33.2,7.0,Wala,Wala
Tal018,Talavera,Malagkit na Lupa,Tag-araw,2023,2022-12-13,2023-03-27,NSIC Rc438,2.93,99.0,83.0,60,4954.22,19.65,97350.5,104,76.69,30.8,6.3,Wala,Wala
Tal019,Talavera,Burak,Tag-araw,2023,2022-12-23,2023-04-08,NSIC Rc238,3.01,94.0,83.0,60,4987.02,19.65,97995.0,106,160.16,30.9,7.8,Wala,Wala
Tal020,Talavera,Burak,Tag-araw,2023,2023-01-05,2023-05-04,NSIC Rc354,3.05,97.0,93.0,60,5561.06,19.65,109274.74,119,113.91,32.3,8.0,Wala,Wala
Tal021,Talavera,Mabuhanging Burak,Tag-araw,2023,2023-01-16,2023-04-28,NSIC Rc238,0.7,82.0,65.0,60,3919.1,19.65,77010.36,102,46.46,33.9,6.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal022,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-22,2023-04-03,NSIC Rc438,4.97,68.0,53.0,60,3158.4,19.65,62062.49,102,128.01,28.0,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal023,Talavera,Banlik,Tag-araw,2023,2023-01-14,2023-05-01,NSIC Rc354,1.78,98.0,81.0,60,4881.77,19.65,95926.79,107,113.87,30.5,7.5,Wala,Wala
Tal024,Talavera,Burak,Tag-araw,2023,2023-01-06,2023-04-24,NSIC Rc238,2.0,71.0,63.0,60,3775.21,19.65,74182.84,108,154.85,29.1,8.3,Wala,Wala
Tal025,Talavera,Burak,Tag-araw,2023,2023-01-23,2023-05-15,NSIC Rc438,1.51,72.0,56.0,60,3375.35,19.65,66325.62,112,82.18,32.7,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal026,Talavera,Burak,Tag-araw,2023,2023-01-11,2023-05-06,NSIC Rc238,2.87,75.0,64.0,60,3827.62,19.65,75212.77,115,102.72,33.5,8.2,Wala,Wala
Tal027,Talavera,Mabuhanging Burak,Tag-araw,2023,2023-01-28,2023-05-23,NSIC Rc354,4.23,87.0,72.0,60,4310.23,19.65,84695.99,115,24.08,35.3,6.9,Matinding Init,Regular na pagpapatubig
Tal028,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-20,2023-04-12,NSIC Rc160,2.81,78.0,63.0,60,3795.25,19.65,74576.65,113,126.26,34.7,8.1,Wala,Wala
Tal029,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-26,2023-04-15,NSIC Rc238,0.93,74.0,64.0,60,3863.85,19.65,75924.63,110,143.71,32.0,8.3,Wala,Wala
Tal030,Talavera,Burak,Tag-araw,2023,2022-12-13,2023-04-02,NSIC Rc160,1.71,98.0,74.0,60,4438.79,19.65,87222.25,110,35.79,30.9,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal031,Talavera,Malagkit na Lupa,Tag-araw,2023,2023-01-17,2023-05-12,NSIC Rc238,1.82,99.0,80.0,60,4810.42,19.65,94524.66,115,179.48,34.8,8.0,Wala,Wala
Tal032,Talavera,Burak,Tag-araw,2023,2022-12-17,2023-04-08,NSIC Rc238,2.95,97.0,82.0,60,4933.66,19.65,96946.33,112,69.02,26.4,8.2,Wala,Wala
Tal033,Talavera,Banlik,Tag-araw,2023,2023-01-07,2023-04-29,NSIC Rc238,3.86,92.0,86.0,60,5132.6,19.65,100855.5,112,89.37,31.4,7.9,Wala,Wala
Tal034,Talavera,Malagkit na Lupa,Tag-araw,2023,2023-01-22,2023-05-15,NSIC Rc438,0.84,84.0,72.0,60,4321.36,19.65,84914.7,113,87.51,33.1,7.6,Wala,Wala
Tal035,Talavera,Burak,Tag-araw,2023,2022-12-26,2023-04-19,NSIC Rc438,4.27,97.0,84.0,60,5027.15,19.65,98783.42,114,143.81,34.0,8.2,Wala,Wala
Tal036,Talavera,Buhanging Lupa,Tag-araw,2023,2023-01-11,2023-04-21,NSIC Rc354,1.08,69.0,57.0,60,3422.5,19.65,67252.05,100,122.29,28.4,7.5,Wala,Wala
Tal037,Talavera,Banlik,Tag-araw,2023,2023-01-25,2023-05-12,NSIC Rc354,4.74,94.0,71.0,60,4272.53,19.65,83955.14,107,82.94,36.6,6.0,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal038,Talavera,Buhanging Lupa,Tag-araw,2023,2023-01-05,2023-04-18,NSIC Rc354,2.53,99.0,84.0,60,5034.2,19.65,98921.96,103,118.71,32.7,7.0,Wala,Wala
Tal039,Talavera,Mabuhanging Burak,Tag-araw,2023,2023-01-22,2023-05-18,NSIC Rc238,2.45,83.0,66.0,60,3962.56,19.65,77864.25,116,117.97,32.8,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal040,Talavera,Malagkit na Lupa,Tag-araw,2023,2022-12-20,2023-04-09,NSIC Rc238,0.72,80.0,59.0,60,3510.52,19.65,68981.72,110,-19.16,31.5,7.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal041,Talavera,Buhanging Lupa,Tag-araw,2023,2022-12-02,2023-03-27,NSIC Rc354,1.34,81.0,68.0,60,4085.33,19.65,80276.7,115,98.11,34.6,7.5,Wala,Wala
Tal042,Talavera,Banlik,Tag-araw,2023,2023-01-04,2023-04-24,NSIC Rc354,2.76,84.0,79.0,60,4733.05,19.65,93004.37,110,102.38,28.7,9.1,Wala,Wala
Tal043,Talavera,Malagkit na Lupa,Tag-araw,2023,2023-01-09,2023-04-25,NSIC Rc354,1.15,71.0,57.0,60,3415.57,19.65,67116.02,106,121.5,30.4,7.4,Wala,Wala
Tal044,Talavera,Buhanging Lupa,Tag-araw,2023,2022-12-28,2023-04-07,NSIC Rc354,3.58,73.0,63.0,60,3802.62,19.65,74721.58,100,39.16,30.3,6.5,Wala,Wala
Tal045,Talavera,Banlik,Tag-araw,2023,2022-12-01,2023-03-17,NSIC Rc438,1.88,95.0,77.0,60,4595.52,19.65,90301.88,106,127.13,34.5,7.4,Wala,Wala
Tal046,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-12,2023-03-29,NSIC Rc438,2.39,82.0,61.0,60,3676.77,19.65,72248.62,107,124.15,33.3,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal047,Talavera,Buhanging Lupa,Tag-araw,2023,2023-01-04,2023-04-16,NSIC Rc438,2.89,80.0,59.0,60,3538.32,19.65,69528.01,102,123.65,32.2,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal048,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-08,2023-04-04,NSIC Rc354,2.06,97.0,79.0,60,4729.53,19.65,92935.36,117,134.85,27.2,8.1,Wala,Wala
Tal049,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-19,2023-04-09,NSIC Rc354,1.42,68.0,53.0,60,3167.91,19.65,62249.46,111,105.55,29.9,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Tal050,Talavera,Burak,Tag-araw,2023,2022-12-18,2023-03-31,NSIC Rc438,2.79,91.0,81.0,60,4869.86,19.65,95692.7,103,158.15,31.7,7.2,Wala,Wala
Tal051,Talavera,Burak,Tag-araw,2023,2023-01-14,2023-05-07,NSIC Rc238,4.98,93.0,87.0,60,5225.4,19.65,102679.08,113,101.55,29.0,9.1,Wala,Wala
Tal052,Talavera,Mabuhanging Burak,Tag-araw,2023,2022-12-14,2023-04-01,NSIC Rc238,1.38,83.0,68.0,60,4086.36,19.65,80296.96,108,150.84,33.3,7.5,Wala,Wala
Tal053,Talavera,Burak,Tag-araw,2023,2023-01-10,2023-04-30,NSIC Rc160,3.77,75.0,62.0,60,3727.39,19.65,73243.14,110,127.85,30.4,8.1,Wala,Wala
Tal054,Talavera,Burak,Tag-araw,2023,2023-01-16,2023-04-27,NSIC Rc160,4.77,80.0,74.0,60,4412.65,19.65,86708.51,101,61.32,32.4,6.7,Wala,Wala
Tal055,Talavera,Burak,Tag-araw,2023,2023-01-08,2023-04-22,NSIC Rc438,1.68,69.0,60.0,60,3581.85,19.65,70383.41,104,65.28,32.9,6.4,Wala,Wala
Gui000,Guimba,Buhanging Lupa,Tag-araw,2023,2023-01-15,2023-05-12,NSIC Rc160,3.11,89.0,64.0,60,3846.26,19.65,75579.04,117,-8.05,31.0,6.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Gui001,Guimba,Buhanging Lupa,Tag-araw,2023,2023-01-08,2023-04-30,NSIC Rc354,3.62,77.0,61.0,60,3679.78,19.65,72307.71,112,189.84,32.9,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Gui002,Guimba,Malagkit na Lupa,Tag-araw,2023,2022-12-05,2023-03-20,NSIC Rc160,3.24,99.0,71.0,60,4242.6,19.65,83367.01,105,108.34,36.0,6.5,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Gui003,Guimba,Mabuhanging Burak,Tag-araw,2023,2023-01-10,2023-05-07,NSIC Rc354,2.69,75.0,64.0,60,3820.83,19.65,75079.34,117,-16.8,30.4,7.0,Wala,Wala
Gui004,Guimba,Buhanging Lupa,Tag-araw,2023,2023-01-26,2023-05-25,NSIC Rc354,2.49,74.0,66.0,60,3985.28,19.65,78310.85,119,79.94,33.7,7.2,Wala,Wala
Gui005,Guimba,Mabuhanging Burak,Tag-araw,2023,2022-12-20,2023-04-13,NSIC Rc438,0.74,74.0,67.0,60,4022.17,19.65,79035.54,114,143.78,30.3,8.4,Wala,Wala
Gui006,Guimba,Malagkit na Lupa,Tag-araw,2023,2023-01-12,2023-05-03,NSIC Rc160,4.94,90.0,65.0,60,3908.05,19.65,76793.18,111,149.9,31.2,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Gui007,Guimba,Burak,Tag-araw,2023,2022-12-28,2023-04-16,NSIC Rc438,2.11,69.0,62.0,60,3697.27,19.65,72651.41,109,160.58,29.9,8.4,Wala,Wala
Gui008,Guimba,Mabuhanging Burak,Tag-araw,2023,2022-12-20,2023-04-06,NSIC Rc160,1.62,79.0,73.0,60,4365.26,19.65,85777.36,107,93.83,31.0,7.3,Wala,Wala
Gui009,Guimba,Banlik,Tag-araw,2023,2022-12-08,2023-04-05,NSIC Rc160,1.49,72.0,58.0,60,3464.59,19.65,68079.18,118,152.8,31.0,7.4,Wala,Wala
Gui010,Guimba,Banlik,Tag-araw,2023,2022-12-12,2023-03-31,NSIC Rc438,3.2,67.0,57.0,60,3449.74,19.65,67787.44,109,97.88,33.0,7.0,Wala,Wala
Gui011,Guimba,Burak,Tag-araw,2023,2023-01-12,2023-05-06,NSIC Rc438,4.91,98.0,89.0,60,5310.22,19.65,104345.83,114,127.26,33.8,8.4,Wala,Wala
Gui012,Guimba,Buhanging Lupa,Tag-araw,2023,2022-12-10,2023-04-05,NSIC Rc238,3.29,69.0,61.0,60,3678.61,19.65,72284.75,116,110.56,31.2,7.8,Wala,Wala
Gui013,Guimba,Mabuhanging Burak,Tag-araw,2023,2023-01-20,2023-05-18,NSIC Rc238,0.54,99.0,80.0,60,4807.9,19.65,94475.29,118,82.52,32.1,6.8,Wala,Wala
Gui014,Guimba,Buhanging Lupa,Tag-araw,2023,2023-01-04,2023-04-22,NSIC Rc160,1.75,82.0,63.0,60,3806.93,19.65,74806.22,108,112.48,31.7,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Gui015,Guimba,Malagkit na Lupa,Tag-araw,2023,2022-12-16,2023-03-26,NSIC Rc238,4.22,68.0,58.0,60,3496.96,19.65,68715.17,100,100.96,29.0,7.6,Wala,Wala
Gui016,Guimba,Mabuhanging Burak,Tag-araw,2023,2023-01-10,2023-05-07,NSIC Rc238,4.18,82.0,71.0,60,4253.43,19.65,83579.84,117,133.37,32.4,7.7,Wala,Wala
Gui017,Guimba,Banlik,Tag-araw,2023,2022-12-24,2023-04-20,NSIC Rc160,2.53,76.0,61.0,60,3661.17,19.65,71941.95,117,150.09,32.0,7.4,Wala,Wala
Gui018,Guimba,Mabuhanging Burak,Tag-araw,2023,2022-12-27,2023-04-08,NSIC Rc160,4.23,88.0,71.0,60,4282.55,19.65,84152.14,102,13.08,31.3,6.2,Wala,Wala
Gui019,Guimba,Malagkit na Lupa,Tag-araw,2023,2023-01-04,2023-04-25,NSIC Rc238,1.02,93.0,77.0,60,4605.92,19.65,90506.23,111,90.0,33.5,7.5,Wala,Wala
Gui020,Guimba,Buhanging Lupa,Tag-araw,2023,2022-12-24,2023-04-12,NSIC Rc438,1.38,80.0,71.0,60,4255.33,19.65,83617.3,109,-3.51,32.1,7.1,Wala,Wala
Gui021,Guimba,Buhanging Lupa,Tag-araw,2023,2022-12-11,2023-03-25,NSIC Rc354,1.14,69.0,52.0,60,3144.37,19.65,61786.78,104,125.68,30.7,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Gui022,Guimba,Buhanging Lupa,Tag-araw,2023,2023-01-09,2023-04-24,NSIC Rc438,4.75,84.0,69.0,60,4163.73,19.65,81817.39,105,103.73,30.7,7.5,Wala,Wala
Gui023,Guimba,Malagkit na Lupa,Tag-araw,2023,2022-12-22,2023-04-06,NSIC Rc238,1.17,78.0,64.0,60,3865.88,19.65,75964.49,105,63.52,31.2,6.9,Wala,Wala
Gui024,Guimba,Buhanging Lupa,Tag-araw,2023,2023-01-10,2023-05-05,NSIC Rc438,3.97,70.0,60.0,60,3584.24,19.65,70430.32,115,64.47,33.4,7.6,Wala,Wala
Gui025,Guimba,Malagkit na Lupa,Tag-araw,2023,2022-12-10,2023-04-08,NSIC Rc160,4.69,92.0,67.0,60,4030.63,19.65,79201.92,119,63.25,30.2,6.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Gui026,Guimba,Banlik,Tag-araw,2023,2022-12-18,2023-04-08,NSIC Rc160,4.49,87.0,75.0,60,4473.2,19.65,87898.28,111,188.4,33.9,8.2,Wala,Wala
