Petsa,Bayan,Barangay,Sukat_ng_Bukid_Ektarya,Uri_ng_Palay,Petsa_ng_Pagtatanim,Yugto_ng_Palay,Inaasahang_Ani_Tonelada,Totoong_Ani_Tonelada,Sanhi_ng_Pinsala,Porsyento_ng_Pinsala,Pinagkukunan_ng_Tubig,Uri_ng_Lupa,Dami_ng_Abono_Kilo,Gumamit_ng_Pestisidyo,Kondisyon_ng_Panahon,Datos_ng_Bagyo
2022-12-16,Talavera,Maestrang Kikay,1.3,NSIC Rc402,2022-09-04,Paglaki,5.9,5.61,Wala,5,UPRIIS - Distrito 1,Burak,159,Hindi,"{'dami_ng_ulan_mm': 224, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-11,Science City of Muñoz,Linglingay,3.81,PSB Rc82,2023-01-27,Paghinog,4.2,4.16,Wala,1,Maliit na Sistema ng Irigasyon,Burak,137,Hindi,"{'dami_ng_ulan_mm': 174, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-31,Cabanatuan,Embarcadero,2.8,NSIC Rc160,2022-07-17,Paglaki,5.24,4.93,Wala,6,UPRIIS - Distrito 1,Banlik,103,Hindi,"{'dami_ng_ulan_mm': 284, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-02,Aliaga,San Pablo,2.51,NSIC Rc222,2023-01-04,Paghinog,5.14,5.14,Wala,0,Tubig-ulan,Malagkit na Lupa,168,Oo,"{'dami_ng_ulan_mm': 390, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-02,Talavera,Bagong Sikat,1.03,NSIC Rc222,2020-10-20,Paglaki,4.32,4.23,Wala,2,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,115,Oo,"{'dami_ng_ulan_mm': 189, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-03,Santa Rosa,Soledad,2.17,NSIC Rc438,2022-12-20,Paglaki,5.82,5.76,Wala,1,UPRIIS - Distrito 3,Buhanging Lupa,175,Oo,"{'dami_ng_ulan_mm': 340, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-12-08,Guimba,Macamias,3.11,PSB Rc82,2021-08-25,Pamumulaklak,5.65,4.92,Wala,13,UPRIIS - Distrito 2,Malagkit na Lupa,126,Hindi,"{'dami_ng_ulan_mm': 187, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-09-11,Santa Rosa,Cojuangco,4.05,NSIC Rc216,2021-05-27,Paghinog,5.03,2.36,Lannie,53,Tubig-ulan,Malagkit na Lupa,155,Hindi,"{'dami_ng_ulan_mm': 195, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 81}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 66}"
2021-05-03,Talavera,Bagong Sikat,1.92,NSIC Rc238,2021-01-23,Paghinog,4.33,4.29,Wala,1,UPRIIS - Distrito 3,Banlik,152,Oo,"{'dami_ng_ulan_mm': 305, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-16,Aliaga,Bucot,3.41,NSIC Rc238,2022-07-15,Pamumulaklak,4.22,3.76,Wala,11,Tubig-ulan,Banlik,180,Oo,"{'dami_ng_ulan_mm': 387, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-05-10,Talavera,Esguerra,1.35,NSIC Rc216,2021-01-20,Paghinog,4.74,4.74,Wala,0,UPRIIS - Distrito 4,Mabuhanging Burak,170,Oo,"{'dami_ng_ulan_mm': 141, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 76}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-09-07,Santa Rosa,Tagpos,2.78,NSIC Rc222,2022-06-05,Paglaki,4.93,0.69,Inday,86,Maliit na Sistema ng Irigasyon,Buhanging Lupa,160,Oo,"{'dami_ng_ulan_mm': 241, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 70}","{'pangalan': 'Inday', 'lakas_ng_hangin': 130, 'ulan': 450, 'tagal': 26}"
2023-04-29,Aliaga,San Pablo,3.64,NSIC Rc438,2023-01-20,Paglaki,4.09,4.05,Wala,1,UPRIIS - Distrito 3,Burak,121,Hindi,"{'dami_ng_ulan_mm': 221, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-05-08,Gapan,Makabaclay,1.48,NSIC Rc222,2021-01-25,Paglaki,4.59,3.9,Wala,15,Tubig-ulan,Mabuhanging Burak,120,Oo,"{'dami_ng_ulan_mm': 201, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 23, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-04-09,Aliaga,Bibiclat,4.48,NSIC Rc222,2021-12-22,Paghinog,5.27,5.01,Wala,5,UPRIIS - Distrito 2,Mabuhanging Burak,126,Oo,"{'dami_ng_ulan_mm': 385, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-07-13,Science City of Muñoz,Rizal,0.67,PSB Rc82,2021-04-11,Pamumulaklak,5.45,5.07,Wala,7,UPRIIS - Distrito 4,Buhanging Lupa,128,Hindi,"{'dami_ng_ulan_mm': 277, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-10,San Jose,Santo Niño,1.03,NSIC Rc216,2023-05-17,Paglaki,5.83,5.19,Wala,11,UPRIIS - Distrito 1,Malagkit na Lupa,158,Hindi,"{'dami_ng_ulan_mm': 144, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-22,Talavera,Dimasalang,4.58,NSIC Rc354,2021-09-24,Paghinog,5.62,5.23,Wala,7,UPRIIS - Distrito 2,Banlik,107,Oo,"{'dami_ng_ulan_mm': 152, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-04-21,San Jose,Tondod,1.91,NSIC Rc216,2021-01-10,Paglaki,5.2,4.42,Wala,15,UPRIIS - Distrito 1,Burak,110,Oo,"{'dami_ng_ulan_mm': 387, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-17,Talavera,Maestrang Kikay,4.79,NSIC Rc354,2022-08-09,Paghinog,5.92,5.56,Wala,6,UPRIIS - Distrito 1,Burak,171,Oo,"{'dami_ng_ulan_mm': 385, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-02-02,Zaragoza,Manaul,2.98,NSIC Rc438,2022-10-15,Paghinog,5.94,5.76,Wala,3,UPRIIS - Distrito 1,Buhanging Lupa,179,Oo,"{'dami_ng_ulan_mm': 259, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-11-11,Santa Rosa,San Josef,2.59,NSIC Rc402,2023-07-19,Pamumulaklak,5.16,4.54,Wala,12,UPRIIS - Distrito 3,Banlik,129,Oo,"{'dami_ng_ulan_mm': 315, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-19,Cabanatuan,Embarcadero,0.79,NSIC Rc438,2021-06-30,Pamumulaklak,4.35,3.7,Wala,15,UPRIIS - Distrito 4,Buhanging Lupa,154,Oo,"{'dami_ng_ulan_mm': 101, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-12-30,Zaragoza,Santa Cruz,1.88,NSIC Rc222,2021-09-30,Paglaki,4.32,4.1,Wala,5,UPRIIS - Distrito 2,Buhanging Lupa,128,Oo,"{'dami_ng_ulan_mm': 142, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-13,Santa Rosa,Tagpos,4.83,NSIC Rc402,2021-08-06,Paglaki,4.57,4.11,Wala,10,UPRIIS - Distrito 1,Burak,120,Oo,"{'dami_ng_ulan_mm': 248, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-23,Santa Rosa,San Josef,4.7,NSIC Rc222,2023-04-08,Pamumulaklak,4.29,2.79,Egay,35,UPRIIS - Distrito 4,Mabuhanging Burak,156,Oo,"{'dami_ng_ulan_mm': 294, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 70}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 71}"
2023-07-08,Talavera,Maestrang Kikay,3.15,NSIC Rc402,2023-03-12,Paglaki,5.25,0.68,Egay,87,Tubig-ulan,Buhanging Lupa,103,Hindi,"{'dami_ng_ulan_mm': 103, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 69}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 33}"
2021-02-07,Cabanatuan,Aduas,3.27,NSIC Rc222,2020-10-23,Paghinog,5.31,4.78,Wala,10,Maliit na Sistema ng Irigasyon,Banlik,117,Oo,"{'dami_ng_ulan_mm': 391, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-01-01,Talavera,Bagong Sikat,2.33,NSIC Rc160,2020-09-12,Paghinog,5.73,5.21,Wala,9,UPRIIS - Distrito 2,Mabuhanging Burak,137,Oo,"{'dami_ng_ulan_mm': 173, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-16,Talavera,Poblacion Sur,1.31,NSIC Rc402,2022-03-19,Pamumulaklak,5.15,2.06,Henry,60,UPRIIS - Distrito 4,Buhanging Lupa,171,Oo,"{'dami_ng_ulan_mm': 314, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 73}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 35}"
2023-03-12,San Jose,Santo Niño,3.08,NSIC Rc160,2022-11-27,Paglaki,4.76,4.28,Wala,10,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,108,Oo,"{'dami_ng_ulan_mm': 341, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 70}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-20,San Jose,Tondod,4.35,NSIC Rc238,2021-12-06,Pamumulaklak,4.44,4.22,Wala,5,UPRIIS - Distrito 2,Banlik,162,Oo,"{'dami_ng_ulan_mm': 203, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-01,Peñaranda,Poblacion,3.49,NSIC Rc354,2021-11-02,Pamumulaklak,5.81,5.81,Wala,0,UPRIIS - Distrito 3,Banlik,151,Hindi,"{'dami_ng_ulan_mm': 251, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 80}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-06-04,Talavera,Esguerra,1.88,NSIC Rc160,2022-02-14,Paglaki,5.94,5.58,Wala,6,UPRIIS - Distrito 2,Burak,116,Oo,"{'dami_ng_ulan_mm': 142, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-11-20,Science City of Muñoz,Centro,2.5,NSIC Rc216,2023-08-12,Paglaki,5.88,5.41,Wala,8,Maliit na Sistema ng Irigasyon,Burak,120,Oo,"{'dami_ng_ulan_mm': 343, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-05-21,Peñaranda,Callos,3.4,NSIC Rc238,2021-02-20,Pamumulaklak,5.83,5.6,Wala,4,UPRIIS - Distrito 3,Malagkit na Lupa,118,Oo,"{'dami_ng_ulan_mm': 217, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-08-14,Zaragoza,Santa Cruz,1.33,PSB Rc82,2022-04-19,Pamumulaklak,4.44,0.44,Henry,90,UPRIIS - Distrito 2,Mabuhanging Burak,136,Oo,"{'dami_ng_ulan_mm': 286, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 69}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 68}"
2021-05-20,Peñaranda,Callos,0.58,NSIC Rc238,2021-02-16,Paghinog,5.87,5.75,Wala,2,UPRIIS - Distrito 4,Malagkit na Lupa,175,Oo,"{'dami_ng_ulan_mm': 327, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-09-10,Aliaga,Magsaysay,3.41,NSIC Rc216,2022-06-08,Paghinog,5.91,3.25,Inday,45,Tubig-ulan,Mabuhanging Burak,100,Oo,"{'dami_ng_ulan_mm': 198, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 80}","{'pangalan': 'Inday', 'lakas_ng_hangin': 130, 'ulan': 450, 'tagal': 33}"
2022-03-27,Science City of Muñoz,Rizal,4.9,NSIC Rc222,2021-11-28,Paglaki,5.64,5.53,Wala,2,UPRIIS - Distrito 2,Burak,154,Oo,"{'dami_ng_ulan_mm': 168, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 68}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-15,Cabanatuan,Embarcadero,1.63,NSIC Rc222,2022-07-14,Paglaki,4.77,4.39,Wala,8,UPRIIS - Distrito 1,Mabuhanging Burak,106,Hindi,"{'dami_ng_ulan_mm': 269, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-08-10,Cabanatuan,Dalampang,0.85,NSIC Rc222,2021-04-14,Paglaki,5.06,0.51,Kiko,90,UPRIIS - Distrito 2,Banlik,124,Hindi,"{'dami_ng_ulan_mm': 107, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 73}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 55}"
2022-10-31,Santa Rosa,Soledad,4.92,NSIC Rc438,2022-07-14,Paglaki,4.88,4.34,Wala,11,UPRIIS - Distrito 3,Burak,103,Oo,"{'dami_ng_ulan_mm': 292, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-10-30,Aliaga,Bucot,4.63,NSIC Rc438,2023-07-18,Paghinog,4.57,4.52,Wala,1,UPRIIS - Distrito 4,Malagkit na Lupa,145,Oo,"{'dami_ng_ulan_mm': 361, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-09-24,Cabanatuan,Dalampang,2.14,NSIC Rc438,2021-05-27,Paglaki,4.51,1.31,Lannie,71,UPRIIS - Distrito 1,Buhanging Lupa,129,Oo,"{'dami_ng_ulan_mm': 257, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 85}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 57}"
2023-01-19,Peñaranda,Santo Tomas,3.26,NSIC Rc222,2022-09-22,Paglaki,5.47,4.92,Wala,10,UPRIIS - Distrito 2,Banlik,110,Hindi,"{'dami_ng_ulan_mm': 220, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-02,San Jose,Kaliwanagan,1.28,NSIC Rc402,2022-06-05,Paglaki,4.56,3.88,Wala,15,UPRIIS - Distrito 4,Malagkit na Lupa,117,Oo,"{'dami_ng_ulan_mm': 196, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-29,Santa Rosa,Tagpos,2.09,NSIC Rc160,2022-12-29,Paglaki,5.4,5.4,Wala,0,UPRIIS - Distrito 1,Burak,122,Oo,"{'dami_ng_ulan_mm': 377, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-11-05,Science City of Muñoz,Linglingay,3.16,NSIC Rc402,2022-07-16,Paghinog,4.85,4.36,Wala,10,UPRIIS - Distrito 3,Buhanging Lupa,158,Oo,"{'dami_ng_ulan_mm': 385, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 72}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-05,Science City of Muñoz,Linglingay,2.74,NSIC Rc222,2021-02-06,Pamumulaklak,5.64,0.9,Jolina,84,UPRIIS - Distrito 4,Malagkit na Lupa,116,Oo,"{'dami_ng_ulan_mm': 180, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 69}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 69}"
2023-07-23,Aliaga,Bibiclat,2.31,NSIC Rc402,2023-03-28,Paglaki,5.4,1.13,Egay,79,Tubig-ulan,Malagkit na Lupa,165,Hindi,"{'dami_ng_ulan_mm': 206, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 69}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 65}"
2023-12-10,Aliaga,San Pablo,1.13,NSIC Rc238,2023-09-02,Pamumulaklak,5.03,4.38,Wala,13,UPRIIS - Distrito 4,Burak,121,Oo,"{'dami_ng_ulan_mm': 241, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-04-15,Gapan,San Lorenzo,4.14,NSIC Rc238,2021-01-13,Paglaki,4.27,3.76,Wala,12,UPRIIS - Distrito 2,Mabuhanging Burak,136,Oo,"{'dami_ng_ulan_mm': 165, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-05,San Jose,Santo Niño,0.58,NSIC Rc238,2020-11-19,Pamumulaklak,4.25,3.78,Wala,11,UPRIIS - Distrito 4,Banlik,178,Hindi,"{'dami_ng_ulan_mm': 282, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-28,Peñaranda,Callos,4.54,NSIC Rc216,2020-12-26,Paglaki,5.56,4.78,Wala,14,UPRIIS - Distrito 1,Buhanging Lupa,118,Oo,"{'dami_ng_ulan_mm': 269, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-08-13,Zaragoza,Santo Rosario,3.08,NSIC Rc160,2023-05-02,Pamumulaklak,5.89,0.88,Falcon,85,Tubig-ulan,Buhanging Lupa,166,Hindi,"{'dami_ng_ulan_mm': 142, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 75}","{'pangalan': 'Falcon', 'lakas_ng_hangin': 140, 'ulan': 400, 'tagal': 57}"
2021-10-04,Peñaranda,Las Piñas,4.95,NSIC Rc438,2021-06-25,Pamumulaklak,4.55,2.91,Lannie,36,UPRIIS - Distrito 3,Banlik,125,Oo,"{'dami_ng_ulan_mm': 182, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 77}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 54}"
2022-04-19,Cabanatuan,Bantug,3.67,NSIC Rc438,2021-12-21,Paglaki,5.32,4.79,Wala,10,Tubig-ulan,Malagkit na Lupa,140,Oo,"{'dami_ng_ulan_mm': 281, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 84}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-01-03,Peñaranda,Santo Tomas,2.28,PSB Rc82,2022-09-16,Paghinog,5.08,4.88,Wala,4,UPRIIS - Distrito 1,Mabuhanging Burak,144,Hindi,"{'dami_ng_ulan_mm': 136, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-12,Aliaga,San Pablo,3.57,NSIC Rc354,2023-01-01,Paglaki,4.45,3.78,Wala,15,Tubig-ulan,Buhanging Lupa,125,Oo,"{'dami_ng_ulan_mm': 316, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-07-14,Zaragoza,Batitang,2.33,PSB Rc82,2021-04-01,Paglaki,4.1,3.98,Wala,3,UPRIIS - Distrito 4,Burak,118,Hindi,"{'dami_ng_ulan_mm': 154, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-08-24,Zaragoza,Batitang,4.6,NSIC Rc216,2023-05-23,Paghinog,4.58,0.09,Falcon,98,UPRIIS - Distrito 3,Banlik,154,Oo,"{'dami_ng_ulan_mm': 304, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 77}","{'pangalan': 'Falcon', 'lakas_ng_hangin': 140, 'ulan': 400, 'tagal': 59}"
2022-04-09,Guimba,Manggang Marikit,3.65,NSIC Rc402,2022-01-05,Pamumulaklak,4.08,4.04,Wala,1,Tubig-ulan,Malagkit na Lupa,117,Hindi,"{'dami_ng_ulan_mm': 397, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-05,San Jose,Malasin,3.57,PSB Rc82,2023-02-12,Pamumulaklak,4.15,2.32,Dodong,44,Tubig-ulan,Mabuhanging Burak,136,Oo,"{'dami_ng_ulan_mm': 285, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 70}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 33}"
2021-06-21,Science City of Muñoz,Villa Marina,0.54,NSIC Rc402,2021-03-21,Pamumulaklak,5.07,3.14,Jolina,38,Tubig-ulan,Malagkit na Lupa,170,Hindi,"{'dami_ng_ulan_mm': 155, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 75}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 32}"
2021-08-26,Zaragoza,Santa Cruz,1.05,NSIC Rc216,2021-04-29,Paglaki,5.49,3.35,Kiko,39,Maliit na Sistema ng Irigasyon,Banlik,161,Oo,"{'dami_ng_ulan_mm': 241, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 74}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 31}"
2023-06-01,Peñaranda,Callos,3.18,NSIC Rc238,2023-02-08,Pamumulaklak,5.36,4.88,Wala,9,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,105,Oo,"{'dami_ng_ulan_mm': 171, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-12,San Jose,Malasin,3.96,NSIC Rc216,2023-05-29,Paghinog,5.89,5.24,Wala,11,UPRIIS - Distrito 4,Malagkit na Lupa,143,Oo,"{'dami_ng_ulan_mm': 194, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-10,Aliaga,Bibiclat,4.08,NSIC Rc354,2023-09-07,Paghinog,5.37,4.62,Wala,14,UPRIIS - Distrito 1,Mabuhanging Burak,102,Hindi,"{'dami_ng_ulan_mm': 169, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
