ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon,Total_Inaasahang_Kilo,Aktwal_Nabentang_Kilo,Total_Inaasahang_Kita,Aktwal_Nabentang_Kita,Planting_Month,Planting_Day,Reaping_Month,Reaping_Day,Planting_Typhoon_Risk,Reaping_Typhoon_Risk,Typhoon_Risk,Uri_ng_Palay_Freq,Bayan_Freq,Uri_ng_Lupa_Freq
Peñ033,Peñaranda,Mabuhanging Burak,Tag-araw,2022,10/12/2021,24/3/2022,NSIC Rc438,3.07,257.88,68,60,4086.91,15.9,64981.87,104,84.51,33.6,6.2,Wala,Wala,15472.8,4080,4100.292,1081.2,12,10,3,24,0,0,0,913,719,1500
Peñ034,Peñaranda,Malagkit na Lupa,Tag-araw,2022,27/1/2022,13/5/2022,NSIC Rc438,2.26,189.84,88,60,5279.73,15.9,83947.69,106,142.2,31.4,7.9,Wala,Wala,11390.4,5280,3018.456,1399.2,1,27,5,13,0,0,0,913,719,1511
Peñ035,Peñaranda,Banlik,Tag-araw,2022,13/12/2021,27/3/2022,NSIC Rc238,2.23,187.32,63,60,3776.94,15.9,60053.35,104,165.82,26.2,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11239.2,3780,2978.388,1001.7,12,13,3,27,0,0,0,947,719,1501
Peñ036,Peñaranda,Burak,Tag-araw,2022,12/12/2021,2/4/2022,NSIC Rc438,2.76,231.84,83,60,4982.25,15.9,79217.81,111,38.86,30.2,7.6,Wala,Wala,13910.4,4980,3686.256,1319.7,12,12,4,2,0,0,0,913,719,1548
Peñ037,Peñaranda,Buhanging Lupa,Tag-araw,2022,3/1/2022,29/4/2022,NSIC Rc160,1.45,121.8,58,60,3476.04,15.9,55268.96,116,59.01,32.7,6.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7308,3480,1936.62,922.2,1,3,4,29,0,0,0,958,719,1539
Peñ038,Peñaranda,Buhanging Lupa,Tag-araw,2022,10/12/2021,6/4/2022,NSIC Rc238,4.9,411.6,78,60,4690.22,15.9,74574.49,117,114.5,32.8,7.4,Wala,Wala,24696,4680,6544.44,1240.2,12,10,4,6,0,0,0,947,719,1539
Peñ039,Peñaranda,Burak,Tag-araw,2022,8/12/2021,22/3/2022,NSIC Rc354,4.6,386.4,62,60,3744.04,15.9,59530.23,104,129.8,30.1,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,23184,3720,6143.76,985.8,12,8,3,22,0,0,0,930,719,1548
Peñ040,Peñaranda,Burak,Tag-araw,2022,20/1/2022,1/5/2022,NSIC Rc238,0.51,42.84,67,60,4035.46,15.9,64163.85,101,39.09,32.8,6.4,Wala,Wala,2570.4,4020,681.156,1065.3,1,20,5,1,0,0,0,947,719,1548
Peñ041,Peñaranda,Mabuhanging Burak,Tag-araw,2022,6/1/2022,21/4/2022,NSIC Rc160,4.3,361.2,81,60,4864.75,15.9,77349.53,105,68.49,28.9,7.7,Wala,Wala,21672,4860,5743.08,1287.9,1,6,4,21,0,0,0,958,719,1500
Peñ042,Peñaranda,Buhanging Lupa,Tag-araw,2022,16/12/2021,5/4/2022,NSIC Rc238,2.02,169.68,84,60,5028.74,15.9,79957,110,148.57,34.8,8.5,Wala,Wala,10180.8,5040,2697.912,1335.6,12,16,4,5,0,0,0,947,719,1539
Peñ043,Peñaranda,Banlik,Tag-araw,2022,16/12/2021,7/4/2022,NSIC Rc438,2.44,204.96,95,60,5682.33,15.9,90349.11,112,177.86,32.4,8.6,Wala,Wala,12297.6,5700,3258.864,1510.5,12,16,4,7,0,0,0,913,719,1501
Peñ044,Peñaranda,Buhanging Lupa,Tag-araw,2022,13/1/2022,23/4/2022,NSIC Rc238,1.23,103.32,84,60,5013.51,15.9,79714.8,100,131.3,34.7,7,Wala,Wala,6199.2,5040,1642.788,1335.6,1,13,4,23,0,0,0,947,719,1539
Peñ045,Peñaranda,Mabuhanging Burak,Tag-araw,2022,7/12/2021,24/3/2022,NSIC Rc438,2.46,206.64,71,60,4248.89,15.9,67557.28,107,67.93,34.2,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12398.4,4260,3285.576,1128.9,12,7,3,24,0,0,0,913,719,1500
Peñ046,Peñaranda,Malagkit na Lupa,Tag-araw,2022,9/12/2021,21/3/2022,NSIC Rc160,4.21,353.64,80,60,4784.38,15.9,76071.71,102,113.77,33.8,6.9,Wala,Wala,21218.4,4800,5622.876,1272,12,9,3,21,0,0,0,958,719,1511
Peñ047,Peñaranda,Malagkit na Lupa,Tag-araw,2022,8/1/2022,30/4/2022,NSIC Rc438,4.6,386.4,82,60,4949.08,15.9,78690.39,112,109.3,34.6,8.2,Wala,Wala,23184,4920,6143.76,1303.8,1,8,4,30,0,0,0,913,719,1511
Peñ048,Peñaranda,Malagkit na Lupa,Tag-araw,2022,26/1/2022,13/5/2022,NSIC Rc238,3.7,310.8,59,60,3514.7,15.9,55883.7,107,111.18,29,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18648,3540,4941.72,938.1,1,26,5,13,0,0,0,947,719,1511
Peñ049,Peñaranda,Burak,Tag-araw,2022,19/12/2021,31/3/2022,NSIC Rc354,2.15,180.6,77,60,4617.26,15.9,73414.38,102,172.6,30.1,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10836,4620,2871.54,1224.3,12,19,3,31,0,0,0,930,719,1548
Peñ050,Peñaranda,Banlik,Tag-araw,2022,28/12/2021,23/4/2022,NSIC Rc238,4.8,403.2,65,60,3901.54,15.9,62034.48,116,162.65,31.8,7.6,Wala,Wala,24192,3900,6410.88,1033.5,12,28,4,23,0,0,0,947,719,1501
Peñ051,Peñaranda,Malagkit na Lupa,Tag-araw,2022,21/1/2022,4/5/2022,NSIC Rc160,0.86,72.24,73,60,4365.27,15.9,69407.76,103,158.8,34.3,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4334.4,4380,1148.616,1160.7,1,21,5,4,0,0,0,958,719,1511
Peñ052,Peñaranda,Malagkit na Lupa,Tag-araw,2022,3/12/2021,27/3/2022,NSIC Rc238,4.08,342.72,73,60,4364.84,15.9,69400.94,114,121.51,33,8,Wala,Wala,20563.2,4380,5449.248,1160.7,12,3,3,27,0,0,0,947,719,1511
Peñ053,Peñaranda,Buhanging Lupa,Tag-araw,2022,14/1/2022,25/4/2022,NSIC Rc238,2.41,202.44,68,60,4078.64,15.9,64850.33,101,121.13,28,7.5,Wala,Wala,12146.4,4080,3218.796,1081.2,1,14,4,25,0,0,0,947,719,1539
Peñ054,Peñaranda,Buhanging Lupa,Tag-araw,2022,7/12/2021,5/4/2022,NSIC Rc238,2.65,222.6,80,60,4827.33,15.9,76754.5,119,105.92,29.8,8.1,Wala,Wala,13356,4800,3539.34,1272,12,7,4,5,0,0,0,947,719,1539
Peñ055,Peñaranda,Mabuhanging Burak,Tag-araw,2022,8/12/2021,30/3/2022,NSIC Rc160,0.62,52.08,51,60,3076.8,15.9,48921.1,112,108.56,29.7,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3124.8,3060,828.072,810.9,12,8,3,30,0,0,0,958,719,1500
Peñ056,Peñaranda,Buhanging Lupa,Tag-araw,2022,6/12/2021,24/3/2022,NSIC Rc160,4.22,354.48,58,60,3458.23,15.9,54985.88,108,40.75,35.2,5.8,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,21268.8,3480,5636.232,922.2,12,6,3,24,0,0,0,958,719,1539
Peñ057,Peñaranda,Banlik,Tag-araw,2022,25/1/2022,10/5/2022,NSIC Rc160,3.2,268.8,72,60,4347.7,15.9,69128.49,105,153.47,32,7.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16128,4320,4273.92,1144.8,1,25,5,10,0,0,0,958,719,1501
Peñ058,Peñaranda,Burak,Tag-araw,2022,18/12/2021,31/3/2022,NSIC Rc238,1.81,152.04,62,60,3746.4,15.9,59567.8,103,109.24,31.5,7,Wala,Wala,9122.4,3720,2417.436,985.8,12,18,3,31,0,0,0,947,719,1548
Peñ059,Peñaranda,Burak,Tag-araw,2022,4/1/2022,17/4/2022,NSIC Rc438,3.68,309.12,79,60,4719.53,15.9,75040.59,103,128.49,30.6,7.6,Wala,Wala,18547.2,4740,4915.008,1256.1,1,4,4,17,0,0,0,913,719,1548
Peñ060,Peñaranda,Malagkit na Lupa,Tag-araw,2022,26/1/2022,12/5/2022,NSIC Rc238,3.22,270.48,72,60,4307.02,15.9,68481.68,106,149.69,31.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16228.8,4320,4300.632,1144.8,1,26,5,12,0,0,0,947,719,1511
Peñ061,Peñaranda,Malagkit na Lupa,Tag-araw,2022,1/1/2022,23/4/2022,NSIC Rc354,2.16,181.44,76,60,4578.61,15.9,72799.83,112,79.01,32,7.5,Wala,Wala,10886.4,4560,2884.896,1208.4,1,1,4,23,0,0,0,930,719,1511
Peñ062,Peñaranda,Banlik,Tag-araw,2022,14/12/2021,5/4/2022,NSIC Rc354,4.49,377.16,64,60,3831.24,15.9,60916.79,112,70.44,32.7,7.6,Wala,Wala,22629.6,3840,5996.844,1017.6,12,14,4,5,0,0,0,930,719,1501
Peñ063,Peñaranda,Banlik,Tag-araw,2022,11/12/2021,5/4/2022,NSIC Rc438,0.59,49.56,77,60,4594.6,15.9,73054.14,115,73.13,32.9,7.6,Wala,Wala,2973.6,4620,788.004,1224.3,12,11,4,5,0,0,0,913,719,1501
Peñ064,Peñaranda,Buhanging Lupa,Tag-araw,2022,2/12/2021,28/3/2022,NSIC Rc160,1.97,165.48,64,60,3814.84,15.9,60655.98,116,160.8,30.6,7.5,Wala,Wala,9928.8,3840,2631.132,1017.6,12,2,3,28,0,0,0,958,719,1539
Peñ065,Peñaranda,Buhanging Lupa,Tag-araw,2022,12/12/2021,6/4/2022,NSIC Rc354,0.62,52.08,80,60,4770.1,15.9,75844.6,115,93.47,32.9,7.6,Wala,Wala,3124.8,4800,828.072,1272,12,12,4,6,0,0,0,930,719,1539
Peñ066,Peñaranda,Malagkit na Lupa,Tag-araw,2022,19/1/2022,12/5/2022,NSIC Rc438,0.92,77.28,55,60,3306.42,15.9,52572.03,113,78.21,32.9,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4636.8,3300,1228.752,874.5,1,19,5,12,0,0,0,913,719,1511
Peñ067,Peñaranda,Mabuhanging Burak,Tag-araw,2022,21/1/2022,6/5/2022,NSIC Rc238,3.94,330.96,67,60,4007.65,15.9,63721.58,105,127.77,34.2,7.5,Wala,Wala,19857.6,4020,5262.264,1065.3,1,21,5,6,0,0,0,947,719,1500
Peñ068,Peñaranda,Malagkit na Lupa,Tag-araw,2022,21/12/2021,1/4/2022,NSIC Rc160,3.66,307.44,72,60,4297.6,15.9,68331.89,101,69.7,30.1,6.8,Wala,Wala,18446.4,4320,4888.296,1144.8,12,21,4,1,0,0,0,958,719,1511
Peñ069,Peñaranda,Malagkit na Lupa,Tag-araw,2022,1/12/2021,24/3/2022,NSIC Rc238,2.63,220.92,70,60,4174.28,15.9,66371.04,113,84.62,30.1,7.6,Wala,Wala,13255.2,4200,3512.628,1113,12,1,3,24,0,0,0,947,719,1511
Peñ070,Peñaranda,Mabuhanging Burak,Tag-araw,2022,24/1/2022,10/5/2022,NSIC Rc160,0.53,44.52,82,60,4949.99,15.9,78704.84,106,128.22,29.7,8.3,Wala,Wala,2671.2,4920,707.868,1303.8,1,24,5,10,0,0,0,958,719,1500
Peñ071,Peñaranda,Burak,Tag-araw,2022,27/12/2021,23/4/2022,NSIC Rc160,3.88,325.92,83,60,5000.6,15.9,79509.54,117,216.65,34.6,8.1,Wala,Wala,19555.2,4980,5182.128,1319.7,12,27,4,23,0,0,0,958,719,1548
Peñ072,Peñaranda,Burak,Tag-araw,2022,17/1/2022,29/4/2022,NSIC Rc238,1.35,113.4,53,60,3191.58,15.9,50746.17,102,100.63,33.7,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6804,3180,1803.06,842.7,1,17,4,29,0,0,0,947,719,1548
Peñ073,Peñaranda,Burak,Tag-araw,2022,20/1/2022,17/5/2022,NSIC Rc238,1.45,121.8,60,60,3570.34,15.9,56768.42,117,18.16,37,6,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7308,3600,1936.62,954,1,20,5,17,0,0,0,947,719,1548
Peñ074,Peñaranda,Malagkit na Lupa,Tag-araw,2022,18/12/2021,1/4/2022,NSIC Rc238,0.88,73.92,75,60,4481.7,15.9,71259.07,104,70.49,31.8,6.9,Wala,Wala,4435.2,4500,1175.328,1192.5,12,18,4,1,0,0,0,947,719,1511
Peñ075,Peñaranda,Mabuhanging Burak,Tag-araw,2022,9/1/2022,7/5/2022,NSIC Rc354,3.71,311.64,66,60,3945.37,15.9,62731.37,118,7.2,33,7,Wala,Wala,18698.4,3960,4955.076,1049.4,1,9,5,7,0,0,0,930,719,1500
Peñ076,Peñaranda,Malagkit na Lupa,Tag-araw,2022,23/1/2022,19/5/2022,NSIC Rc438,2.55,214.2,79,60,4734.26,15.9,75274.73,116,44.68,32.2,6.8,Wala,Wala,12852,4740,3405.78,1256.1,1,23,5,19,0,0,0,913,719,1511
Peñ077,Peñaranda,Banlik,Tag-araw,2022,17/1/2022,17/5/2022,NSIC Rc160,3.29,276.36,83,60,4984.59,15.9,79254.92,120,72.79,29.8,7.7,Wala,Wala,16581.6,4980,4394.124,1319.7,1,17,5,17,0,0,0,958,719,1501
Peñ078,Peñaranda,Malagkit na Lupa,Tag-araw,2022,20/1/2022,2/5/2022,NSIC Rc354,2.65,222.6,73,60,4380.61,15.9,69651.69,102,59.78,32.5,6.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,13356,4380,3539.34,1160.7,1,20,5,2,0,0,0,930,719,1511
Tal000,Talavera,Banlik,Tag-araw,2022,9/12/2021,3/4/2022,NSIC Rc160,0.75,63,59,60,3518.02,15.9,55936.47,115,35.93,30.5,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3780,3540,1001.7,938.1,12,9,4,3,0,0,0,958,719,1501
Tal001,Talavera,Buhanging Lupa,Tag-araw,2022,9/1/2022,9/5/2022,NSIC Rc160,1.12,94.08,56,60,3388.68,15.9,53879.97,120,133.16,37.2,6.6,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5644.8,3360,1495.872,890.4,1,9,5,9,0,0,0,958,719,1539
Tal002,Talavera,Burak,Tag-araw,2022,21/1/2022,16/5/2022,NSIC Rc438,3.43,288.12,73,60,4364.27,15.9,69391.96,115,123.88,30.2,8.5,Wala,Wala,17287.2,4380,4581.108,1160.7,1,21,5,16,0,0,0,913,719,1548
Tal003,Talavera,Banlik,Tag-araw,2022,25/1/2022,25/5/2022,NSIC Rc238,1.97,165.48,79,60,4729.53,15.9,75199.45,120,81.64,32.1,7.1,Wala,Wala,9928.8,4740,2631.132,1256.1,1,25,5,25,0,0,0,947,719,1501
Tal004,Talavera,Mabuhanging Burak,Tag-araw,2022,21/12/2021,1/4/2022,NSIC Rc238,2.57,215.88,61,60,3680.71,15.9,58523.31,101,82.53,33.8,6.3,Wala,Wala,12952.8,3660,3432.492,969.9,12,21,4,1,0,0,0,947,719,1500
Tal005,Talavera,Burak,Tag-araw,2022,22/1/2022,9/5/2022,NSIC Rc238,3.07,257.88,63,60,3809.81,15.9,60575.98,107,110.87,33.8,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15472.8,3780,4100.292,1001.7,1,22,5,9,0,0,0,947,719,1548
Tal006,Talavera,Banlik,Tag-araw,2022,24/12/2021,11/4/2022,NSIC Rc160,1.05,88.2,51,60,3034.37,15.9,48246.43,108,84.28,34.7,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5292,3060,1402.38,810.9,12,24,4,11,0,0,0,958,719,1501
Tal007,Talavera,Buhanging Lupa,Tag-araw,2022,6/12/2021,17/3/2022,NSIC Rc238,1.64,137.76,80,60,4824.33,15.9,76706.9,101,91.68,30.1,6.3,Wala,Wala,8265.6,4800,2190.384,1272,12,6,3,17,0,0,0,947,719,1539
Tal008,Talavera,Malagkit na Lupa,Tag-araw,2022,4/1/2022,17/4/2022,NSIC Rc238,3.19,267.96,85,60,5104.22,15.9,81157.03,103,208.87,28.4,8.3,Wala,Wala,16077.6,5100,4260.564,1351.5,1,4,4,17,0,0,0,947,719,1511
Tal009,Talavera,Mabuhanging Burak,Tag-araw,2022,12/12/2021,6/4/2022,NSIC Rc354,4.84,406.56,61,60,3637,15.9,57828.25,115,63.06,30.7,7.7,Wala,Wala,24393.6,3660,6464.304,969.9,12,12,4,6,0,0,0,930,719,1500
Tal010,Talavera,Buhanging Lupa,Tag-araw,2022,7/12/2021,29/3/2022,NSIC Rc238,3.7,310.8,63,60,3775.72,15.9,60033.95,112,225.42,35.6,8,Matinding Init,Regular na pagpapatubig,18648,3780,4941.72,1001.7,12,7,3,29,0,0,0,947,719,1539
Tal011,Talavera,Malagkit na Lupa,Tag-araw,2022,25/12/2021,5/4/2022,NSIC Rc438,4.31,362.04,76,60,4573.64,15.9,72720.83,101,174.7,31.3,7,Wala,Wala,21722.4,4560,5756.436,1208.4,12,25,4,5,0,0,0,913,719,1511
Tal012,Talavera,Banlik,Tag-araw,2022,3/12/2021,25/3/2022,NSIC Rc438,2.69,225.96,68,60,4051.27,15.9,64415.22,112,221.31,32.7,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,13557.6,4080,3592.764,1081.2,12,3,3,25,0,0,0,913,719,1501
Tal013,Talavera,Banlik,Tag-araw,2022,10/1/2022,3/5/2022,NSIC Rc438,1.46,122.64,64,60,3832.6,15.9,60938.27,113,148.86,32.4,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7358.4,3840,1949.976,1017.6,1,10,5,3,0,0,0,913,719,1501
Tal014,Talavera,Burak,Tag-araw,2022,25/12/2021,13/4/2022,NSIC Rc238,1.12,94.08,61,60,3688.36,15.9,58644.94,109,97.53,31.5,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5644.8,3660,1495.872,969.9,12,25,4,13,0,0,0,947,719,1548
Tal015,Talavera,Banlik,Tag-araw,2022,19/12/2021,6/4/2022,NSIC Rc238,2.97,249.48,77,60,4610.31,15.9,73303.99,108,89.52,33.2,7,Wala,Wala,14968.8,4620,3966.732,1224.3,12,19,4,6,0,0,0,947,719,1501
Tal016,Talavera,Malagkit na Lupa,Tag-araw,2022,22/1/2022,5/5/2022,NSIC Rc354,2.77,232.68,80,60,4807.23,15.9,76434.95,103,118.36,31.9,6.9,Wala,Wala,13960.8,4800,3699.612,1272,1,22,5,5,0,0,0,930,719,1511
Tal017,Talavera,Buhanging Lupa,Tag-araw,2022,28/1/2022,17/5/2022,NSIC Rc160,4.9,411.6,81,60,4857.11,15.9,77228,109,175.48,26.1,8.1,Wala,Wala,24696,4860,6544.44,1287.9,1,28,5,17,0,0,0,958,719,1539
Tal018,Talavera,Banlik,Tag-araw,2022,13/12/2021,2/4/2022,NSIC Rc354,2.73,229.32,64,60,3821.09,15.9,60755.27,110,125.49,33.4,8.1,Wala,Wala,13759.2,3840,3646.188,1017.6,12,13,4,2,0,0,0,930,719,1501
Tal019,Talavera,Banlik,Tag-araw,2022,26/1/2022,20/5/2022,NSIC Rc438,3.52,295.68,81,60,4863.13,15.9,77323.73,114,157.35,31.9,8.2,Wala,Wala,17740.8,4860,4701.312,1287.9,1,26,5,20,0,0,0,913,719,1501
Tal020,Talavera,Burak,Tag-araw,2022,27/1/2022,23/5/2022,NSIC Rc160,2.47,207.48,60,60,3592.08,15.9,57114.14,116,110.4,34,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12448.8,3600,3298.932,954,1,27,5,23,0,0,0,958,719,1548
Tal021,Talavera,Malagkit na Lupa,Tag-araw,2022,20/1/2022,1/5/2022,NSIC Rc354,2.72,228.48,85,60,5089.36,15.9,80920.9,101,174.56,31.4,7.2,Wala,Wala,13708.8,5100,3632.832,1351.5,1,20,5,1,0,0,0,930,719,1511
Tal022,Talavera,Burak,Tag-araw,2022,19/1/2022,16/5/2022,NSIC Rc238,3.81,320.04,60,60,3583.92,15.9,56984.31,117,113.35,35.4,6.4,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19202.4,3600,5088.636,954,1,19,5,16,0,0,0,947,719,1548
Tal023,Talavera,Banlik,Tag-araw,2022,13/12/2021,8/4/2022,NSIC Rc354,3.55,298.2,67,60,4047.67,15.9,64357.94,116,-6.2,30.6,7,Wala,Wala,17892,4020,4741.38,1065.3,12,13,4,8,0,0,0,930,719,1501
Tal024,Talavera,Malagkit na Lupa,Tag-araw,2022,26/12/2021,23/4/2022,NSIC Rc354,3.36,282.24,67,60,4016.79,15.9,63866.96,118,173.29,34.2,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16934.4,4020,4487.616,1065.3,12,26,4,23,0,0,0,930,719,1511
Tal025,Talavera,Malagkit na Lupa,Tag-araw,2022,5/1/2022,30/4/2022,NSIC Rc438,3.59,301.56,64,60,3852.61,15.9,61256.5,115,126.12,31.1,8.3,Wala,Wala,18093.6,3840,4794.804,1017.6,1,5,4,30,0,0,0,913,719,1511
Tal026,Talavera,Buhanging Lupa,Tag-araw,2022,26/1/2022,12/5/2022,NSIC Rc354,1.09,91.56,73,60,4403.52,15.9,70016.01,106,55.91,30.8,7.2,Wala,Wala,5493.6,4380,1455.804,1160.7,1,26,5,12,0,0,0,930,719,1539
Tal027,Talavera,Banlik,Tag-araw,2022,5/1/2022,27/4/2022,NSIC Rc354,0.83,69.72,72,60,4294.96,15.9,68289.92,112,177.4,30.7,8.3,Wala,Wala,4183.2,4320,1108.548,1144.8,1,5,4,27,0,0,0,930,719,1501
Tal028,Talavera,Burak,Tag-araw,2022,22/12/2021,4/4/2022,NSIC Rc160,1.92,161.28,68,60,4081.45,15.9,64895.05,103,105.07,30.5,7,Wala,Wala,9676.8,4080,2564.352,1081.2,12,22,4,4,0,0,0,958,719,1548
Tal029,Talavera,Burak,Tag-araw,2022,17/1/2022,28/4/2022,NSIC Rc354,0.96,80.64,69,60,4150.53,15.9,65993.38,101,142.14,30.9,7,Wala,Wala,4838.4,4140,1282.176,1097.1,1,17,4,28,0,0,0,930,719,1548
Tal030,Talavera,Mabuhanging Burak,Tag-araw,2022,22/12/2021,7/4/2022,NSIC Rc354,3.96,332.64,66,60,3953.13,15.9,62854.83,106,95.12,28.6,7.6,Wala,Wala,19958.4,3960,5288.976,1049.4,12,22,4,7,0,0,0,930,719,1500
Tal031,Talavera,Mabuhanging Burak,Tag-araw,2022,13/1/2022,9/5/2022,NSIC Rc238,2.54,213.36,66,60,3952.27,15.9,62841.13,116,19.33,32,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12801.6,3960,3392.424,1049.4,1,13,5,9,0,0,0,947,719,1500
Tal032,Talavera,Burak,Tag-araw,2022,4/1/2022,1/5/2022,NSIC Rc354,2.07,173.88,48,60,2897.13,15.9,46064.42,117,33.74,36.2,5.6,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10432.8,2880,2764.692,763.2,1,4,5,1,0,0,0,930,719,1548
Tal033,Talavera,Banlik,Tag-araw,2022,20/1/2022,8/5/2022,NSIC Rc160,0.61,51.24,65,60,3928.85,15.9,62468.71,108,-3.08,30.4,7.1,Wala,Wala,3074.4,3900,814.716,1033.5,1,20,5,8,0,0,0,958,719,1501
Tal034,Talavera,Burak,Tag-araw,2022,16/1/2022,6/5/2022,NSIC Rc354,3.17,266.28,65,60,3886.02,15.9,61787.72,110,100.84,31.3,7.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15976.8,3900,4233.852,1033.5,1,16,5,6,0,0,0,930,719,1548
Tal035,Talavera,Malagkit na Lupa,Tag-araw,2022,10/12/2021,5/4/2022,NSIC Rc160,1.52,127.68,58,60,3458.08,15.9,54983.4,116,44.79,30.1,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7660.8,3480,2030.112,922.2,12,10,4,5,0,0,0,958,719,1511
Tal036,Talavera,Mabuhanging Burak,Tag-araw,2022,20/1/2022,3/5/2022,NSIC Rc438,2.56,215.04,62,60,3701.88,15.9,58859.97,103,50.47,31.4,6.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12902.4,3720,3419.136,985.8,1,20,5,3,0,0,0,913,719,1500
Tal037,Talavera,Banlik,Tag-araw,2022,15/1/2022,25/4/2022,NSIC Rc354,4.19,351.96,61,60,3682.08,15.9,58545.06,100,197.6,32.2,6.9,Wala,Wala,21117.6,3660,5596.164,969.9,1,15,4,25,0,0,0,930,719,1501
Tal038,Talavera,Malagkit na Lupa,Tag-araw,2022,1/12/2021,23/3/2022,NSIC Rc354,3.52,295.68,64,60,3866.83,15.9,61482.58,112,159.15,33,8.1,Wala,Wala,17740.8,3840,4701.312,1017.6,12,1,3,23,0,0,0,930,719,1511
Tal039,Talavera,Buhanging Lupa,Tag-araw,2022,12/12/2021,24/3/2022,NSIC Rc160,4.56,383.04,78,60,4685.41,15.9,74497.96,102,155.69,26.4,7.6,Wala,Wala,22982.4,4680,6090.336,1240.2,12,12,3,24,0,0,0,958,719,1539
Tal040,Talavera,Banlik,Tag-araw,2022,18/12/2021,16/4/2022,NSIC Rc354,2.42,203.28,75,60,4513.63,15.9,71766.69,119,84.78,34.6,6.9,Wala,Wala,12196.8,4500,3232.152,1192.5,12,18,4,16,0,0,0,930,719,1501
Tal041,Talavera,Burak,Tag-araw,2022,24/12/2021,11/4/2022,NSIC Rc238,1.7,142.8,67,60,4040.47,15.9,64243.45,108,71.41,35.5,5.9,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8568,4020,2270.52,1065.3,12,24,4,11,0,0,0,947,719,1548
Tal042,Talavera,Burak,Tag-araw,2022,24/12/2021,15/4/2022,NSIC Rc438,4.35,365.4,75,60,4476.78,15.9,71180.86,112,174.19,31.1,8.2,Wala,Wala,21924,4500,5809.86,1192.5,12,24,4,15,0,0,0,913,719,1548
Tal043,Talavera,Malagkit na Lupa,Tag-araw,2022,10/1/2022,10/5/2022,NSIC Rc354,1.39,116.76,61,60,3676.89,15.9,58462.53,120,74.84,30,7.8,Wala,Wala,7005.6,3660,1856.484,969.9,1,10,5,10,0,0,0,930,719,1511
